clade_name	AE1332	AE2332	AH1343	AH2343	AK1351	AK1371	AK2351	AK2371	AM1310	AM1314	AM2310	AM2314	AN1355	AN2355	AP1348	AP2348	AS1315	AS2315	AT1302	AT2302	EH1307	EH2307	EK1349	EK2349	EP1341	EP2341	ET1331	ET2331	HK1340	HL1333	HL2333	HN1327	HN2327	HP1337	HP2337	HT1321	HT2321	IM1354	IM2354	JA1369	JA2369	JE1361	JE2361	JH1373	JH2373	JK1312	JK2312	JL1316	JL2316	JM1360	JM2360	JP1303	JP2303	JS1364	JS2364	JV1357	JV2357	KH1326	KH2326	KK1350	KK1376	KK2350	KK2376	KL1367	KL2367	KM1329	KM2329	LK1306	LK2306	LT1311	LT2311	MK1305	MK1353	MK2305	MK2353	ML1319	ML1375	ML2319	ML2375	MM1317	MM1328	MM2317	MM2328	MO1363	MO2363	MR1322	MR1334	MR2322	MR2334	MS1330	MS1370	MS2330	MS2370	MV1301	MV2301	NK1335	NK2335	PH1308	PH1339	PH1359	PH2308	PH2339	PH2359	PK1313	PK1324	PK2313	PK2324	PP1368	PT1325	PT2325	RA1309	RA2309	RK1372	RK2372	RS1345	RS1366	RS2345	RS2366	SH1365	SH2365	SK1377	SK2377	SN1320	SN2320	SO1346	SO2346	SS1323	SS2323	SV1318	SV2318	TJ1356	TJ2356	TK1342	TK2342	TL1338	TL2338	TS1358	TS2358	VK1336	VK2336
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenella	0.00523	0	0	0	0	0.00135	0	0.00238	0.01093	0.13428	0.0137	0.12692	0	0	0	0	0	0	0	0	0	0	0	0	0.01027	0.01907	0	0	0	0.00243	0.0003	0.01686	0.00463	0	0	0	0	0.00676	0	0.00694	0	0.04736	0.00069	0	0.00183	0.00947	0.00374	0	0	0.00329	0.00015	0.00221	0.00308	0	0	0	0	0.01168	0.00522	0	0	0	0	0	0	0	0	0.00322	0.00606	0	0	0.00082	0.00231	0.00518	0.00178	0	0	0.00087	0	0	0	0	0	0.00713	0.00392	0	0.00038	0	0	0.00084	0	0.00383	0	0	0	0.00265	0	0.00071	0.00368	0.00127	0.02883	0.00184	0	0	0	0	0	0.00016	0	0.00056	0.00283	0.00125	0	0.00107	0	0	0	0	0	0	0	0	0.00328	0.0012	0	0	0	0	0	0	0.00728	0	0	0	0.0062	0.00459	0	0.00169	0	0.00028
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3538	0.00287	0.00195	0.02446	0.03445	0	0	0	0	0.00025	0.01472	0.01593	0.02298	0	0	0.00138	0.02392	0	0	0	0	0	0	0	0	0.01573	0.00956	0	0.0008	0	0	0	0.00453	0.00044	0	0	0.00763	0.00866	0.0177	0.0021	0.00478	0.03137	0	0.00067	0.06157	0.02577	0	0	0.01174	0.07555	0.03215	0.04206	0	0	0	0.06134	0	0	0.00592	0.01137	0.13587	0.14537	0.03438	0.27601	0.00067	0	0.01671	0.00013	0	0	0.018	0.01954	0	0	0	0	0	0	0	0	0	0	0	0	0.00619	0.00141	0	0.00965	0	0.00407	0.00797	0.01816	0.01548	0.00442	0	0	0.00248	5.00E-05	0	0.00152	0	0	0.00029	0	0.02794	0	0.0236	0	0.00371	0.00762	0.03131	0.01164	0.00527	0	0	0	0.00869	0	0.0295	0	0.00115	0	0	0	0	0	0	0	0	0	0	0.01093	0.007	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2863|o__OFGB2863|f__FGB2863|g__GGB9147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14093	0.00062	0	0	0	0	0	0	0.12209	0.06042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0.06164	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01271	0	0	0.00155	0	0	0	0	0	0	0.18857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052	0.00397	0	0	0	0	0	0.00034	0	0.00113	0.04191	0	0	0.00615	0	0	0	0	0	0	0	0	0	0	0.00447	0.0101	0.00542	0.00041	0	0	0	0	0	0.00131	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01882	0.00503	0	0.0005	0	0	0	0	0	0	6.00E-05	0	0.00424	0	0	0	0	0.00146	0	0.07754	0	0.05034	0	0	0	0	0	0.00724	0	0	0.00478	0	0	0	0	0	0	0.00535	0.00488	0.00132	0.02704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01876	0	0	0.00122	0.00064	0	0	0.00476	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3463	0.0024	0	0.00357	0.0006	0	0	0	0	0	0	0.00059	0	0	0	0.0016	0.03716	0	0	0	0	0	0	0	0	0	0	0	0	0.00369	0	0	0	0	0	0	0	0	0.01133	0	0.00067	0	0	0.00039	0.04146	0.08985	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0	0	0.00958	0	0.07117	0	0	0	0	0	0	0	0	0.00965	0	0.00523	0	0	0	0	0	0	0	0	0.00316	0	0	0	0	0	0.00012	0	0.03886	0	0.3082	0	0	0	0	0	0	0	0.00417	0	0	0	0.00125	0	0	0	0	0	0.01278	0.00871	0	0	0	0	0	0	0	0	0	0	0	0	0.03543	0.00705	0.01908	0.00647	0	0	0	0	0	0	0	0	0	0	0.20012	0.01742
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Flemingibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0.00032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00257	0	0.00385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76388|o__OFGB76388|f__FGB76388|g__GGB9186	0.01328	0	0	0	0	0.02982	0	0.01219	0.02856	0.0104	0.10839	0.03568	0.01492	0.03323	0	0	0.00038	0	0.00471	0	0.00314	0.00605	0	0	0	0	0	0	0.00879	0	0	0	0	0	0	0.00185	0.00594	0	0	0.02623	0	0.00462	0.00028	0.04351	0.03009	0	0	0.00916	0.00327	0.00143	0.00872	0.01285	0.07052	0	0	0.00253	0.03027	0	0	0	0	0	0.00518	0	0.00432	0	0	0	0	0	0	0	0.01619	0	0.00281	0.00113	0	0.00459	0	0.018	0.02851	0.02785	0.02006	0.00344	0	0	0	0	0	0.00064	0.02923	0.0005	0.00595	0	0	0.00916	0	0.01533	0.01715	0	0.07259	0.0063	0	0	0	0	0	0	0.00668	0.00187	0.19247	0.05554	0.00928	0.0095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0.00017	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heteroruminococcus	0	0	0	0	0	0.00218	0	0.00361	0.00203	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00691	0.0002	0.00825	0.01883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0	0	0	0	0	0.0048	0	0.00355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	0	0	0	0	0	0	0.00857	0.00223
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Howiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Alloruminococcus	2.00E-05	0	8.00E-05	0.00032	0	0	0.00038	0	0.00135	0.00033	0	0.00044	0	0	0	0	0.00082	0.00034	0	0	0	0	0	0	0	0	0	0	0.00017	0.00065	0.0004	0	0	0	0	0.00038	0	0	0	0	0	0.00026	0.00013	0.00062	0.00096	0	0.00013	0	0	0	0	0	9.00E-05	0	0	0	0	0.00025	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195	0	0	0.00011	0	7.00E-05	0	0	0.00065	0	0.00015	0	0	0	0.00023	0	0	0	0	0	0	0	0	0.00041	0	0	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0.00039	5.00E-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parafannyhessea|s__Parafannyhessea_umbonata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.62733	5.39439	0	0	0	0	0	0	4.11054	5.70664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2403|o__OFGB2403|f__FGB2403|g__GGB6601|s__GGB6601_SGB9333	0	0	1.4327	0.32111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06459	0	0	0.20355	0.26688	0	0	0	0	0	0	0.04007	0.12086	0.87288	1.39427	0	0	0	0	0	0	1.52558	0.36662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01128	0	0	0.0441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29499	0.5575	0.09602	0.00601	0	0	0	0	0.06873	0.0095	0	0	0.1564	0.12955	0	0	0	0	0.05871	2.07725
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1680|s__GGB1680_SGB2312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71861	1.37554	0	0	0	0	0	0	2.89627	3.56857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88285	0	0	0.99492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.68797	0.8777	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3585|s__GGB3585_SGB4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23346	0.18179	0	0	0	0	0	0.11421	0	0	0	0	0.01344	1.34328	0	0	0	0	0.02433	0.02401	0.19401	0.00768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82497	0	1.11647	0	0.0243	0	0.01512	0	0.00152	0.459	0.16228	0	0.10502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04161	0	0	0	0	0	0.02508	0.00651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27342	0.00992	0	0	0	0	0	0	0.01477	0.01306	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB3277|s__GGB3277_SGB4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94199	2.62046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75019	1.22336	0	0	0	0	0	0	1.3004	1.11528	0	0	0	0	0.4629	1.17788	0	0	2.22442	0	2.33071	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55289	0	1.13292	0	0	1.48964	0	3.6167	0	0	0	0	0	0	0	0	0	0	2.49855	0.92537	0	0	0	1.08683	1.43235	0	1.39057	0.68005	0	0	0	0	0	0	0	0	0	2.88607	2.80002	0	0	0	0	0	0	0	0	1.03151	1.62813	0	0	0	0	1.72147	2.58762	0	0	0	0	0	0	0.02981	0.01257	0.64538	0.48
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__GGB15850|s__GGB15850_SGB5785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90767	0.96825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50587	0.35338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB529|o__OFGB529|f__FGB529|g__GGB1096|s__GGB1096_SGB1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49112	0.91827	0	0	0	0	0	0	0.31693	0.47024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12067	0.85714	0	0	0	0	0	0	0.29517	0.04471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83459	0	0	0.13528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76902	0.42674	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB11479|o__OFGB11479|f__FGB11479|g__GGB1631|s__GGB1631_SGB2239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21533	0.85138	0	0	0	0	0	0	2.97296	2.30899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB2394|o__OFGB2394|f__FGB2394|g__GGB6544|s__GGB6544_SGB9243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6036	0.6646	0	0	0	0	0	0	1.04111	0.66267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24204	0	0.04739	0	0	0	0	0	0	0	0	0	0	0.02055	0	0	0.20799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01579	0.02087	0.01882	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB15090	0	0	0	0	0	0	0	0	0	1.88559	0	0.86374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15555	0.59786	0	0	0	0	0	0	0	0	0.02593	0.01965	0	0	0.06815	0.00272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03076	0	0.16308	0	0	0	0	0	0.20495	0.0473	0.01489	0	0.25851	0	0	0	0	0	0	0	0	0	0	0.24001	0	0	0.09727	0	0	1.55682	0	3.70801	0	0.15944	0.10985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0	0	0	0	0	3.6269	0	2.10246	2.28777	0	1.48154	0	0	3.58152	0	0	1.10618	0.22808	0	0	0	0	0	0	0.03003	0.8501	0	0	3.95371	7.5713	3.68323	0	0	0	0	0.62376	3.84405	1.34243	3.77537	2.17992	0.17045	0.05856	0.58189	0	0	0	0	0.23699	2.95504	0.04432	0.19101	1.03991	1.03773	0	0	2.95824	5.81987	3.67238	0.82374	0	0	0	0	0.98481	1.99487	1.30056	1.80336	4.23284	4.14318	0	0	0	0	0	0	0.56873	0	0.69784	0	3.75875	0	4.38504	0	0	0	0	5.28581	0	7.56687	0.32113	0	0.17142	0	5.93309	0.1541	2.16606	0.27017	1.42422	2.18651	0.15488	3.10936	5.68904	0.00849	0	0.50163	0	0.29574	0	0	0	0	0	0	0	0	0	0	0	2.25999	0	2.77975	3.4045	4.8421	5.94972	0	0.00055	0	0	1.7943	0.98671	2.09076	0.1443	0	0	0	0	0.26538	1.77771	1.41567	1.46013
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB4641|s__GGB4641_SGB6420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18331	0	0.13486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0.04198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter|s__Sanguibacter_SGB15121	0.29503	0.20527	0	0	0	0	0	0	0	0	0	0	0.30957	0.3008	0	0	0.46933	0.16772	0	0	0.03866	0.02299	0	0	0	0	1.14209	0.79772	0.35778	0	0	0	0	0	0	0.3629	0.32352	0	0	0	0	0.94729	0.50421	0.36669	0.38595	0	0	0	0	0	0	0.4244	0	0	0	0	0	0.3448	0.31369	0	0	0	0	0	0	0.23507	0.31747	0	0	0.32634	0.41053	0.48253	0	0.38331	0	0	0	0	0	0.22775	0.39956	0.16364	0.52788	0.39349	0.08613	0.24898	0	0.54332	0	0	0	0	0	0	0	0	0	0	0.39281	0.30266	0	0.26474	0.25479	0	0	0	0	0.69306	0	0	0	0	0	0	0	0.31421	0	0.63569	0	0	0.47643	0.31149	0	0	0	0	0	0	0.25265	0.3578	0.34493	0.20123	0.17768	0.26516	0	0	0	0	0.60162	0.207
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4599|s__GGB4599_SGB6362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05301	0	0.58862	0	0	0	0	0	0	0	0	0	0	0.12303	0.45961	0	0	0	0	0	0.01594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02256	0	0.00851	0	0	0	0	0	0.92438	0.86458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03242	0	0.14058	0	0.47674	0.1158	0	0	0	0	0	0	0	0	0	0	0.84496	0.15309	0	0	0	0	0	0	0	4.05279	0	0	0	0	0.01317	1.97019	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB3189|s__GGB3189_SGB4212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01888	0.42483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79679	1.49679	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis	0.02842	0	0	0	0	0	0	0	0	0.60603	0.01998	6.42497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27243	0.58639	0	0	0	0	1.31267	0.42077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08833	0.02205	0	0	0	0.16465	0.91505	0	0.87809	0	2.48277	3.22062	0	0	0	4.74047	0	0	0.93955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37528	0.45587	0.313	0	0	0.14788	0.25272	1.24167	1.49252
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4559|s__GGB4559_SGB6293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.01448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26775	0.41117	0	0	0	0	0	0	0.66056	0.61304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02403	0	0.08567	0.01198	0	0.03883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00304	0	0	0.07392	0	0	0	0	0	0	0.24746	0.24971	0	0	0	0	0	0	0	0	0	0	1.37863	0.76232	0	0	0	0	0	0	0	0	0	0.03039	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30958	0.18151	0	0	0	0	0.18659	0.01165	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7191	0.31506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10538	0	0.06065	0	0.1506	0.12116	0	0	0	0	0	0	0	0	0	0.08186	0	0.11045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00306	0.0126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67315	0.03098	0	0	0	0	0	0	0.41877	0.39487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03927	0.29304	0	0	0	0	0	0	0.51705	1.0709	0.59299	0.80503	3.27384	4.36922	0	0	0	0	0	0	0	0	0	0	3.10804	1.32037	0	0	0	0	0	0	0	0	0	0	0	0	1.77146	0	0.53294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57204	0	0.00292	0	0.19683	0.24698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44705	1.58563	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068|f__FGB3068|g__GGB9760|s__GGB9760_SGB15374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07462	0.11579	0	0	0.08916	0.6364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04375	0.28015	0	0	0	0	0.07488	0.17293	0.23666	0.27252	0	0	0	0	0.20286	0.0884	0	0	0	0	0	0	0	0	0.07022	0.31919	0	0	0	0	0	0	0	0.11205	0	0	0.31283	0	0.10722	0	0.19379	0	0	0	0	0.0061	0	0	0	0	0	0	0	0	0	0	0.22329	0.22189	0.23314	0.71011	0.1057	0.43934	0.45495	0	0.23047	0.11681	0	0.06535	0.09301	0	0	0.24542	0.35248	0	0	0	0	0	0	0.30563	0.24452	0.2861	0.2709	0.44776	0.06337	0	0	0	0	0	0	0	0	0.19616	0.74277	0	0	0	0
