clade_name	ML1375	AT2302	JE2361	MV1301	JS1364	JA1369	JL1316	JH2373	EH1307	AM2314	AK2371	HP2337	AN2355	KK1350	ML2319	JV1357	HT2321	MS1370	JP1303	ET1331	KK2350	KL1367	JA2369	JH1373	MK2305	AK1304	AK1371	JV2357	LT2311	EH2307	AK2351	AP1348	LK1306	JS2364	AK1351	AT1302	JP2303	TS2358	JK1312	JE1361	AE2332	NK1335	PK2324	KK1376	MO2363	PK2313	MM1317	TS1358	MV2301	SH2365	VK1336	SK2377	TL2338	JL2316	AN1355	MS1330	AH1343	KL2367	PK1313	PP2368	SK1377	TJ2356	RK2372	HT1321	MK1353	HK2340	AE1332	AM2310	AP2348	EK1349	AS2315	EP1341	EP2341	HN1327	IM2354	KK2376	LK2306	AM1310	SS1323	HP1337	IM1354	KH1326	KM2329	ET2331	KH2326	LT1311	ML1319	HL1333	RS1345	KM1329	AS1315	AH2343	HK1340	AM1314	EK2349	HL2333	JM2360	JM1360	JK2312	MM2328	RS2366	TL1338	TK1342	PH1308	VK2336	TK2342	MM1328	SV1318	PK1324	MK1305	PH2359	SN2320	TJ1356	MR1334	MR2322	SO2346	SO1346	PH2339	MR1322	PH2308	RS2345	PP1368	SV2318	MO1363	SS2323	PH1339	MM2317	SN1320	RA2309	RA1309	MS2370	NK2335	MS2330	RK1372	ML2375	PH1359	SH1365	HN2327	MK2353	RS1366	PT1325	PT2325	MR2334
k__Bacteria|p__Firmicutes|c__CFGB72926	0	0	0	0	0	0	0	0	1.72218	0	0	0	0	0	0	0.3404	0.48172	0	0	0.29243	0	0.00013	0	0	0	0	0	1.54244	0	0.00079	0	0.04741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02764	0	0	0	0	0	0	0	0	0	0.00408	0	0	0	0	0.26518	0.68369	0	0.09649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02061	0	0	0	0	0	0	0	0	0.01261	0	0	0	0.00746	0.00119	0	0	1.24921	0	0	0	0	0	0	0	0	0	0	0	0	0.00919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27441	0	0	0	0	0	0.1326	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB31626	0	0	0	0	0	0	0	0	0.12947	0	0.14995	0	0	0	0.29359	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0.02399	0	0	0	0	0	0	0	0.01396	0	0	0	0	0.18601	0	0	0	0	0.06984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14983	0	0	0.05685	0	0	0	0.04714	0	0	0	0	0	0	0	0.01618	0	0	0	0	0	0	0	0.10387	0	0.0042	0	0	0	0	0	0	0.07686
k__Bacteria|p__Firmicutes|c__CFGB15209	0	0	0	0	0	0	0	0	0.09744	0	0.21133	0	0	0	0.05562	0.01507	0.10053	0	0	0	0	0.01897	0	0	0	0	0.27633	0.00366	0	0.04007	0	0	0	0	0	0	0	0.14543	0	0	0	0	0	0	0	0	0	0.11909	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0.03436	0	0	0	0.02191	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0.01136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01035	0	0	0.01451	0	0	0	0	0.00803	0.03692	0	0.01579	0	0	0	0.00255	0	0.05554	0	0	0	0	0	0.03879	0	0.12794	0	0	0	0	0	0	0	0.05283	0	0	0	0	0.01267	0.02344	0.0135
k__Bacteria|p__Bacteroidetes|c__CFGB59744	0	0	0	0	0	0	0	0	0.02911	0	0	0	0	0	0	0	0.05827	0	0	0	0	0	0	0	0	0	0	0	0	0.01245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06209	0	0	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05847	0	0	0	0	0	0.03257	0.04947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00528	0	0	0	0	0	0	0	0.02554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9989	0	0	0	0	0	0	0	0	0.0243	0	0	0	0	0	0.19583	0.04837	0.10309	0	0	0	0	0	0	0	0	0	0	0.11292	0	0.04066	0	0	0	0	0	0	0	0.02339	0	0	0	0	1.01801	0	0.04725	0	0	0.04228	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01669	0	0.07553	0	0.06335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07417	0.08661	0	0	0	0	0.03723	0	0	0.06189	0	0	0	0	0	0	0.14565	0	0	0.06345	0	0	0.91593	0	0.09446	0.02275	0.0492	0.10285	0	0	0	0	0	0	0	0	0	0.22616	0	0	0	0.07953	0	0	0	0	0	0	0	0.04203	0	0	0	0	0.07404	0.17092	0.03786
k__Bacteria|p__Firmicutes|c__CFGB2979	0	0	0	0	0	0	0	0	0.02087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50176	0	0.57057	0.70502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9115	0	0	0	0	0	0	0	0	0.01419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0.11172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified	0	0	0	0	0	0	0	0	0.01067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0.00217	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02776	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB16911	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0.01955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06491	0	0	0	0	0.0002	0	0	0	0	0	0.00021	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0.00046	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8972	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687	0	0	0	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB76256|o__OFGB76256	0	0	0	0	0	0	0	0	6.79711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629	0	0	0	0	0	0	0	0	3.04436	0	0	0	0	0	0	0.59935	0	0	0	0	0	0	0	0	0	3.36194	0	0.86953	0	3.60264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926	0	0	0	0	0	0	0	0	1.72218	0	0	0	0	0	0	0.3404	0.48172	0	0	0.29243	0	0.00013	0	0	0	0	0	1.54244	0	0.00079	0	0.04741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02764	0	0	0	0	0	0	0	0	0	0.00408	0	0	0	0	0.26518	0.68369	0	0.09649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02061	0	0	0	0	0	0	0	0	0.01261	0	0	0	0.00746	0.00119	0	0	1.24921	0	0	0	0	0	0	0	0	0	0	0	0	0.00919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27441	0	0	0	0	0	0.1326	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626	0	0	0	0	0	0	0	0	0.12947	0	0.14995	0	0	0	0.29359	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0.02399	0	0	0	0	0	0	0	0.01396	0	0	0	0	0.18601	0	0	0	0	0.06984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14983	0	0	0.05685	0	0	0	0.04714	0	0	0	0	0	0	0	0.01618	0	0	0	0	0	0	0	0.10387	0	0.0042	0	0	0	0	0	0	0.07686
k__Bacteria|p__Firmicutes|c__CFGB15209|o__OFGB15209	0	0	0	0	0	0	0	0	0.09744	0	0.21133	0	0	0	0.05562	0.01507	0.10053	0	0	0	0	0.01897	0	0	0	0	0.27633	0.00366	0	0.04007	0	0	0	0	0	0	0	0.14543	0	0	0	0	0	0	0	0	0	0.11909	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0.03436	0	0	0	0.02191	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0.01136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01035	0	0	0.01451	0	0	0	0	0.00803	0.03692	0	0.01579	0	0	0	0.00255	0	0.05554	0	0	0	0	0	0.03879	0	0.12794	0	0	0	0	0	0	0	0.05283	0	0	0	0	0.01267	0.02344	0.0135
k__Bacteria|p__Bacteroidetes|c__CFGB59744|o__OFGB59744	0	0	0	0	0	0	0	0	0.02911	0	0	0	0	0	0	0	0.05827	0	0	0	0	0	0	0	0	0	0	0	0	0.01245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06209	0	0	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05847	0	0	0	0	0	0.03257	0.04947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00528	0	0	0	0	0	0	0	0.02554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	0	0	0	0	0	0	0	0	0.0243	0	0	0	0	0	0.19583	0.04837	0.10309	0	0	0	0	0	0	0	0	0	0	0.11292	0	0.04066	0	0	0	0	0	0	0	0.02339	0	0	0	0	1.01801	0	0.04725	0	0	0.04228	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01669	0	0.07553	0	0.06335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07417	0.08661	0	0	0	0	0.03723	0	0	0.06189	0	0	0	0	0	0	0.14565	0	0	0.06345	0	0	0.91593	0	0.09446	0.02275	0.0492	0.10285	0	0	0	0	0	0	0	0	0	0.22616	0	0	0	0.07953	0	0	0	0	0	0	0	0.04203	0	0	0	0	0.07404	0.17092	0.03786
k__Bacteria|p__Firmicutes|c__CFGB2979|o__OFGB2979	0	0	0	0	0	0	0	0	0.02087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50176	0	0.57057	0.70502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9115|o__OFGB9115	0	0	0	0	0	0	0	0	0.01419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0.11172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales	0	0	0	0	0	0	0	0	0.01067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0.00217	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02776	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0.01955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06491	0	0	0	0	0.0002	0	0	0	0	0	0.00021	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0.00046	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8972|o__OFGB8972	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687	0	0	0	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB76256|o__OFGB76256|f__FGB76256	0	0	0	0	0	0	0	0	6.79711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629	0	0	0	0	0	0	0	0	3.04436	0	0	0	0	0	0	0.59935	0	0	0	0	0	0	0	0	0	3.36194	0	0.86953	0	3.60264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926|f__FGB72926	0	0	0	0	0	0	0	0	1.72218	0	0	0	0	0	0	0.3404	0.48172	0	0	0.29243	0	0.00013	0	0	0	0	0	1.54244	0	0.00079	0	0.04741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02764	0	0	0	0	0	0	0	0	0	0.00408	0	0	0	0	0.26518	0.68369	0	0.09649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02061	0	0	0	0	0	0	0	0	0.01261	0	0	0	0.00746	0.00119	0	0	1.24921	0	0	0	0	0	0	0	0	0	0	0	0	0.00919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27441	0	0	0	0	0	0.1326	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB31626|o__OFGB31626|f__FGB31626	0	0	0	0	0	0	0	0	0.12947	0	0.14995	0	0	0	0.29359	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0.02399	0	0	0	0	0	0	0	0.01396	0	0	0	0	0.18601	0	0	0	0	0.06984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14983	0	0	0.05685	0	0	0	0.04714	0	0	0	0	0	0	0	0.01618	0	0	0	0	0	0	0	0.10387	0	0.0042	0	0	0	0	0	0	0.07686
k__Bacteria|p__Firmicutes|c__CFGB15209|o__OFGB15209|f__FGB15209	0	0	0	0	0	0	0	0	0.09744	0	0.21133	0	0	0	0.05562	0.01507	0.10053	0	0	0	0	0.01897	0	0	0	0	0.27633	0.00366	0	0.04007	0	0	0	0	0	0	0	0.14543	0	0	0	0	0	0	0	0	0	0.11909	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0.03436	0	0	0	0.02191	0	0	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0.01136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01035	0	0	0.01451	0	0	0	0	0.00803	0.03692	0	0.01579	0	0	0	0.00255	0	0.05554	0	0	0	0	0	0.03879	0	0.12794	0	0	0	0	0	0	0	0.05283	0	0	0	0	0.01267	0.02344	0.0135
k__Bacteria|p__Bacteroidetes|c__CFGB59744|o__OFGB59744|f__FGB59744	0	0	0	0	0	0	0	0	0.02911	0	0	0	0	0	0	0	0.05827	0	0	0	0	0	0	0	0	0	0	0	0	0.01245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06209	0	0	0	0	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05847	0	0	0	0	0	0.03257	0.04947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00528	0	0	0	0	0	0	0	0.02554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989|f__FGB9989	0	0	0	0	0	0	0	0	0.0243	0	0	0	0	0	0.19583	0.04837	0.10309	0	0	0	0	0	0	0	0	0	0	0.11292	0	0.04066	0	0	0	0	0	0	0	0.02339	0	0	0	0	1.01801	0	0.04725	0	0	0.04228	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01669	0	0.07553	0	0.06335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07417	0.08661	0	0	0	0	0.03723	0	0	0.06189	0	0	0	0	0	0	0.14565	0	0	0.06345	0	0	0.91593	0	0.09446	0.02275	0.0492	0.10285	0	0	0	0	0	0	0	0	0	0.22616	0	0	0	0.07953	0	0	0	0	0	0	0	0.04203	0	0	0	0	0.07404	0.17092	0.03786
k__Bacteria|p__Firmicutes|c__CFGB2979|o__OFGB2979|f__FGB2979	0	0	0	0	0	0	0	0	0.02087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50176	0	0.57057	0.70502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9115|o__OFGB9115|f__FGB9115	0	0	0	0	0	0	0	0	0.01419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0.11172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0	0	0	0	0	0	0	0	0.01282	0	0	0	0	0	0	0	0.0048	0	0	0	0	0	0	0	0	0	0.00091	0	0	0.01031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0477	0	0.00552	0	0	0	0	0	0	0	0	0	0	0	0	0.03201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00049	0.00317	0.00461	0	0.08271	0.00463	0	0	0	0.00695	0.00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325	0	0	0.00308	0	0	0	0	0.00047	0	0.15406	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Synechococcaceae	0	0	0	0	0	0	0	0	0.01067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0.00217	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02776	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB16911|o__OFGB16911|f__FGB16911	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0.01955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06491	0	0	0	0	0.0002	0	0	0	0	0	0.00021	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0.00046	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8972|o__OFGB8972|f__FGB8972	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687	0	0	0	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76256|o__OFGB76256|f__FGB76256|g__GGB1109	0	0	0	0	0	0	0	0	6.79711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
